product,type,fired at (UTC),change %,old,new,delivery,delivery error
Galaxy M07,offer_change,2026-07-16T09:06:23.786Z,,"{""offers"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹286.75 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cardsUpto ₹286.75 EMI interest savings on Amazon Pay ICICI…""},{""type"":""bank_offer"",""description"":""Upto ₹329.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹329.00 cashback as Amazon Pay Balance when…""}]}","{""added"":[{""type"":""bank_offer"",""description"":""Upto ₹286.75 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cards""}],""price"":10999,""offers"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹286.75 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cards""},{""type"":""bank_offer"",""description"":""Upto ₹329.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹329.00 cashback as Amazon Pay Balance when…""}],""removed"":[{""type"":""bank_offer"",""description"":""Upto ₹286.75 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cardsUpto ₹286.75 EMI interest savings on Amazon Pay ICICI…""}]}",delivered,
Redmi A7 Pro,offer_change,2026-07-16T09:11:30.024Z,,"{""offers"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹454.00 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}]}","{""added"":[{""type"":""bank_offer"",""description"":""Upto ₹454.00 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}],""price"":13999,""offers"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹454.00 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}],""removed"":[{""type"":""bank_offer"",""description"":""Upto ₹454.00 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}]}",delivered,
"Apple iPhone 16e 128 GB: Built for Apple Intelligence, A18 Chip, Supersized Battery Life, 48MP Fusion. Camera, 15.40 cm (6.1″) Super Retina XDR Display; Black",offer_change,2026-07-16T09:14:15.901Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,000.00 discount on select Credit Cards 6 offers""},{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹1,797.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""other"",""description"":""Upto ₹2,000.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,780.19 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}]}","{""added"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards 6 offers""},{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for freeGet GST invoice and save up to 18% on business purchases.""},{""type"":""bank_offer"",""description"":""Upto ₹1,797.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹1,797.00 cashback as Amazon Pay Balance when…""},{""type"":""other"",""description"":""Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,780.19 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay LaterUpto ₹2,780.19 EMI interest savings on select Credit Cards…""}],""price"":59900,""offers"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards 6 offers""},{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for freeGet GST invoice and save up to 18% on business purchases.""},{""type"":""bank_offer"",""description"":""Upto ₹1,797.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹1,797.00 cashback as Amazon Pay Balance when…""},{""type"":""other"",""description"":""Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,780.19 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay LaterUpto ₹2,780.19 EMI interest savings on select Credit Cards…""}],""removed"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,000.00 discount on select Credit Cards 6 offers""},{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹1,797.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""other"",""description"":""Upto ₹2,000.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,780.19 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}]}",delivered,
Oppo K13 5G,back_in_stock,2026-07-16T09:23:30.636Z,,"{""stockStatus"":""out_of_stock""}","{""price"":22999,""stockStatus"":""in_stock""}",delivered,
OnePlus Ce6,offer_change,2026-07-16T09:34:49.881Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,000.00 discount on select Credit Cards 6 offers""},{""type"":""other"",""description"":""Jio OnePlus Nord CE6 Series""},{""type"":""bank_offer"",""description"":""Upto ₹1,199.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹1,199.00 cashback as Amazon Pay Balance when…""},{""type"":""other"",""description"":""Upto ₹2,000.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,233.34 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}]}","{""added"":[{""type"":""bank_offer"",""description"":""Upto ₹1,199.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""price"":39999,""offers"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,000.00 discount on select Credit Cards 6 offers""},{""type"":""other"",""description"":""Jio OnePlus Nord CE6 Series""},{""type"":""bank_offer"",""description"":""Upto ₹1,199.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""other"",""description"":""Upto ₹2,000.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,233.34 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}],""removed"":[{""type"":""bank_offer"",""description"":""Upto ₹1,199.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹1,199.00 cashback as Amazon Pay Balance when…""}]}",delivered,
"Apple iPhone 16e 128 GB: Built for Apple Intelligence, A18 Chip, Supersized Battery Life, 48MP Fusion. Camera, 15.40 cm (6.1″) Super Retina XDR Display; Black",offer_change,2026-07-16T09:43:30.092Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards 6 offers""},{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for freeGet GST invoice and save up to 18% on business purchases.""},{""type"":""bank_offer"",""description"":""Upto ₹1,797.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹1,797.00 cashback as Amazon Pay Balance when…""},{""type"":""other"",""description"":""Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,780.19 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay LaterUpto ₹2,780.19 EMI interest savings on select Credit Cards…""}]}","{""added"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,000.00 discount on select Credit Cards 6 offers""},{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹1,797.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""other"",""description"":""Upto ₹2,000.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,780.19 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}],""price"":59900,""offers"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,000.00 discount on select Credit Cards 6 offers""},{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹1,797.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""other"",""description"":""Upto ₹2,000.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,780.19 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}],""removed"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards 6 offers""},{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for freeGet GST invoice and save up to 18% on business purchases.""},{""type"":""bank_offer"",""description"":""Upto ₹1,797.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹1,797.00 cashback as Amazon Pay Balance when…""},{""type"":""other"",""description"":""Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,780.19 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay LaterUpto ₹2,780.19 EMI interest savings on select Credit Cards…""}]}",delivered,
M06 4/128,offer_change,2026-07-16T09:51:58.094Z,,"{""offers"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹364.96 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cards""},{""type"":""bank_offer"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}]}","{""added"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for freeGet GST invoice and save up to 18% on business purchases.""},{""type"":""bank_offer"",""description"":""Upto ₹364.96 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cardsUpto ₹364.96 EMI interest savings on Amazon Pay ICICI…""},{""type"":""bank_offer"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹419.00 cashback as Amazon Pay Balance when…""}],""price"":13999,""offers"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for freeGet GST invoice and save up to 18% on business purchases.""},{""type"":""bank_offer"",""description"":""Upto ₹364.96 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cardsUpto ₹364.96 EMI interest savings on Amazon Pay ICICI…""},{""type"":""bank_offer"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹419.00 cashback as Amazon Pay Balance when…""}],""removed"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹364.96 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cards""},{""type"":""bank_offer"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}]}",delivered,
Lenovo IdeaPad - i7,offer_change,2026-07-16T09:57:03.880Z,,"{""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit Cards 2 offers""},{""type"":""bank_offer"",""description"":""Upto ₹2,459.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹3,916.52 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Bajaj Finserv EMI cards""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit Cards""}]}","{""added"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products'Buy a Laptop or Monitor and get Logitech M196 Blu…""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit CardsUpto ₹500.00 discount on Punjab National Bank Cre… 2 offers""},{""type"":""bank_offer"",""description"":""Upto ₹2,459.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹2,459.00 cashback as Amazon Pay Balance when…""},{""type"":""bank_offer"",""description"":""Upto ₹3,916.52 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Bajaj Finserv EMI cardsUpto ₹3,916.52 EMI interest savings on select Credit Cards…""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit CardsUpto ₹500.00 discount on Punjab National Bank Cre…""}],""price"":81990,""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products'Buy a Laptop or Monitor and get Logitech M196 Blu…""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit CardsUpto ₹500.00 discount on Punjab National Bank Cre… 2 offers""},{""type"":""bank_offer"",""description"":""Upto ₹2,459.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹2,459.00 cashback as Amazon Pay Balance when…""},{""type"":""bank_offer"",""description"":""Upto ₹3,916.52 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Bajaj Finserv EMI cardsUpto ₹3,916.52 EMI interest savings on select Credit Cards…""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit CardsUpto ₹500.00 discount on Punjab National Bank Cre…""}],""removed"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit Cards 2 offers""},{""type"":""bank_offer"",""description"":""Upto ₹2,459.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹3,916.52 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Bajaj Finserv EMI cards""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit Cards""}]}",delivered,
HP 15 - i5,offer_change,2026-07-16T10:04:47.294Z,,"{""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit Cards 21 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹5,885.59 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Amazon Pay Later""}]}","{""added"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products'Buy a Laptop or Monitor and get Logitech M196 Blu…""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards 21 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹2,249.00 cashback as Amazon Pay Balance when…""},{""type"":""bank_offer"",""description"":""Upto ₹5,885.59 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Amazon Pay LaterUpto ₹5,885.59 EMI interest savings on select Credit Cards…""}],""price"":74990,""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products'Buy a Laptop or Monitor and get Logitech M196 Blu…""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards 21 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹2,249.00 cashback as Amazon Pay Balance when…""},{""type"":""bank_offer"",""description"":""Upto ₹5,885.59 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Amazon Pay LaterUpto ₹5,885.59 EMI interest savings on select Credit Cards…""}],""removed"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit Cards 21 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹5,885.59 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Amazon Pay Later""}]}",delivered,
Galaxy M07,offer_change,2026-07-16T10:06:21.549Z,,"{""offers"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹286.75 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cards""},{""type"":""bank_offer"",""description"":""Upto ₹329.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹329.00 cashback as Amazon Pay Balance when…""}]}","{""added"":[{""type"":""bank_offer"",""description"":""Upto ₹329.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""price"":10999,""offers"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹286.75 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cards""},{""type"":""bank_offer"",""description"":""Upto ₹329.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""removed"":[{""type"":""bank_offer"",""description"":""Upto ₹329.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹329.00 cashback as Amazon Pay Balance when…""}]}",delivered,
Redmi A7 Pro,offer_change,2026-07-16T10:14:11.115Z,,"{""offers"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹454.00 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}]}","{""added"":[{""type"":""bank_offer"",""description"":""Upto ₹454.00 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}],""price"":13999,""offers"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹454.00 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}],""removed"":[{""type"":""bank_offer"",""description"":""Upto ₹454.00 EMI interest savings on select Credit Cards, Bajaj Finserv EMI cards, Amazon Pay Later""}]}",delivered,
M06 4/128,offer_change,2026-07-16T10:20:12.071Z,,"{""offers"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for freeGet GST invoice and save up to 18% on business purchases.""},{""type"":""bank_offer"",""description"":""Upto ₹364.96 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cardsUpto ₹364.96 EMI interest savings on Amazon Pay ICICI…""},{""type"":""bank_offer"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹419.00 cashback as Amazon Pay Balance when…""}]}","{""added"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹364.96 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cards""},{""type"":""bank_offer"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""price"":13999,""offers"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹364.96 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cards""},{""type"":""bank_offer"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""removed"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for freeGet GST invoice and save up to 18% on business purchases.""},{""type"":""bank_offer"",""description"":""Upto ₹364.96 EMI interest savings on Amazon Pay ICICI Bank Credit Cards, Bajaj Finserv EMI cardsUpto ₹364.96 EMI interest savings on Amazon Pay ICICI…""},{""type"":""bank_offer"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹419.00 cashback as Amazon Pay Balance when…""}]}",delivered,
Lenovo IdeaPad - i7,offer_change,2026-07-16T10:25:30.923Z,,"{""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products'Buy a Laptop or Monitor and get Logitech M196 Blu…""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit CardsUpto ₹500.00 discount on Punjab National Bank Cre… 2 offers""},{""type"":""bank_offer"",""description"":""Upto ₹2,459.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹2,459.00 cashback as Amazon Pay Balance when…""},{""type"":""bank_offer"",""description"":""Upto ₹3,916.52 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Bajaj Finserv EMI cardsUpto ₹3,916.52 EMI interest savings on select Credit Cards…""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit CardsUpto ₹500.00 discount on Punjab National Bank Cre…""}]}","{""added"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit Cards 2 offers""},{""type"":""bank_offer"",""description"":""Upto ₹2,459.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹3,916.52 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Bajaj Finserv EMI cards""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit Cards""}],""price"":81990,""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit Cards 2 offers""},{""type"":""bank_offer"",""description"":""Upto ₹2,459.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹3,916.52 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Bajaj Finserv EMI cards""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit Cards""}],""removed"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products'Buy a Laptop or Monitor and get Logitech M196 Blu…""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit CardsUpto ₹500.00 discount on Punjab National Bank Cre… 2 offers""},{""type"":""bank_offer"",""description"":""Upto ₹2,459.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹2,459.00 cashback as Amazon Pay Balance when…""},{""type"":""bank_offer"",""description"":""Upto ₹3,916.52 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Bajaj Finserv EMI cardsUpto ₹3,916.52 EMI interest savings on select Credit Cards…""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit CardsUpto ₹500.00 discount on Punjab National Bank Cre…""}]}",delivered,
